85 108 -3 101 -13 -50 -5 -52 13 4 -1 -2 0 -2 2 -3 1 4 32 11 -15 10 -19 -11 -5 -7 19 28 79 -3 62 -4 -57 1 -44 -18 13 -30 -16 -28 -33 4 -32 27 28 -3 0 0 -3 0 -3 -7 -5 -10 -5 12 0 14 8 -9 9 -19 -17 -17 8 14 9 13 -22 -2 -2 -16 -6 -4 0 -5 1 -1 -2 -1 -8 -20 -9 7 -15 17 20 13 11 -4 93 24 -45 23 -65 -39 -54 -30 60 10 -13 -13 -13 -25 -4 -24 8 19 1 -4 -2 -6 -5 3 -2 4 10 5 -4 -12 -4 -10 3 -2 -7 0 -55 -4 45 -17 77 32 35 5 -40 -4 12 5 11 7 -15 0 -15 -17 4 4 2 4 5 0 3 4 2 38 25 -12 23 -17 -17 -11 -17 16 -7 6 1 2 8 -8 3 -5 -11 -7 0 3 0 6 1 6 1 -5 45 43 -17 36 -21 -44 -18 -43 -8 69 67 -13 66 -22 -47 -16 -46 5 0 2 1 1 1 -2 -3 -3 -4 -43 -27 35 -42 42 65 15 55 0 7 5 -6 6 -6 -8 -4 -11 0 13 6 4 6 4 7 5 8 11 -41 -2 11 -16 36 16 33 -7 -34 2 -12 -7 -12 -14 3 -8 4 11 -50 -5 57 -6 74 10 26 31 -33 12 5 -8 4 -13 -13 -7 -10 1 -19 -26 24 -37 13 64 11 53 11 25 23 15 22 22 10 17 8 11 3 0 1 -2 -3 3 -1 3 0 17 -13 -15 -10 -21 10 -5 4 14 -3 -49 -10 -50 -28 63 -2 35 23 -28 -35 40 -46 34 92 25 99 20 1 4 4 2 3 2 0 0 -1 -31 -58 30 -64 4 112 10 65 21 18 28 -7 26 -13 -30 -13 -26 -2 -3 10 6 5 9 -6 7 -4 -15 6 -9 -9 -9 -13 6 -5 1 9 -8 46 4 34 12 -57 0 -29 -34 -6 -19 -1 -18 -9 0 -16 22 4 8 50 -5 41 -6 -61 -3 -39 -25 20 2 -17 4 -21 -8 -7 -11 9 -41 1 33 6 35 -34 1 10 -37 14 -19 -21 -17 -30 9 -11 0 14 -45 -34 58 -56 61 113 33 90 4 19 30 -7 38 -9 -26 -1 -44 -15 -29 -10 27 -10 23 -1 -9 19 -13 -2 -4 -3 -5 -4 -1 -4 -1 0 60 92 1 103 -6 -54 -4 -69 -19 -19 1 13 -1 16 -7 1 -2 -16 -42 -35 24 -50 31 61 17 64 0 -15 12 1 10 21 -4 19 -21 -27 -19 -18 11 -21 11 23 2 24 0 -24 -6 22 -5 26 2 4 13 -16 14 51 7 55 11 -36 4 -47 -33 -25 -50 24 -57 7 65 3 100 25 6 0 0 1 1 4 3 5 9 -34 -34 41 -47 39 79 26 93 11 1 -1 2 -7 -9 0 -8 -2 -13 30 -16 -39 -7 -45 -2 -6 -11 13 68 8 -40 13 -51 -19 -14 -13 40
73 10 -11 25 -25 -29 -2 -26 -18 1 3 4 2 5 6 2 5 5 10 -5 -5 0 -9 -3 0 -6 -4 85 21 -7 25 -44 -49 -1 -41 -32 4 0 -2 -11 -11 -15 -5 -5 -12 21 19 10 20 17 8 14 10 2 20 -6 -8 19 -15 -16 9 -17 -13 19 23 12 1 -7 -14 -5 -9 -8 -1 0 0 0 0 0 0 0 0 4 3 3 14 7 3 11 3 4 34 1 -12 -13 -27 -32 -24 -15 -21 8 6 3 -7 -6 -7 -4 1 -2 -3 1 7 -1 5 12 4 10 15 6 -7 -3 5 -6 -2 3 -6 -2 28 16 7 51 17 0 32 -2 -3 16 11 2 10 -1 -7 1 -6 -6 -4 -1 1 -1 0 3 0 2 6 17 -3 -8 -1 -13 -10 -9 -12 -5 11 7 3 11 4 1 7 0 0 3 3 1 8 5 0 6 1 -1 47 0 -13 9 -30 -31 -8 -30 -20 55 0 -15 3 -41 -41 -18 -37 -26 10 9 6 9 7 5 5 5 4 3 13 12 18 26 13 15 10 9 6 -4 -4 3 -7 -3 0 -6 -2 4 4 5 3 5 6 4 5 6 28 -2 -5 40 -11 -18 28 -17 -15 -5 -1 4 -4 3 8 1 8 10 31 45 30 29 20 4 17 0 0 0 -3 -2 -6 -7 -2 -6 -2 1 -3 2 6 3 14 4 7 8 2 14 10 8 11 7 6 9 5 5 13 12 4 13 14 3 10 7 -5 1 -6 -1 -3 -6 -4 -3 -6 -7 -3 -5 0 -8 -5 -11 -6 -9 -16 -1 12 16 16 35 21 22 20 11 15 15 9 16 15 8 11 9 4 -8 -6 0 -9 0 -16 -8 -8 -16 27 8 0 -1 -18 -19 -12 -15 -9 33 21 6 33 16 1 21 3 -7 -1 -4 0 -2 -1 3 0 1 3 54 39 12 11 -22 -30 -6 -23 -17 8 10 5 -6 -7 -11 -2 -7 -9 62 30 1 13 -32 -41 -8 -33 -26 8 -10 -9 0 -13 -7 -1 -12 -7 43 52 28 8 -10 -24 -3 -19 -16 -2 -12 -4 -7 -9 -3 -4 -7 -4 3 16 20 26 41 18 27 23 12 28 -16 -21 16 -32 -28 0 -35 -24 21 33 22 6 5 -1 3 0 1 3 4 4 3 6 6 4 6 5 82 -10 -33 36 -58 -58 -1 -64 -47 7 13 8 3 0 -3 0 -3 -2 -5 6 11 12 22 14 16 10 9 28 -5 -8 30 -15 -17 17 -18 -14 -3 2 3 3 9 6 4 4 6 9 16 11 4 2 -1 1 -4 -1 52 0 -13 37 -27 -30 12 -33 -25 -11 -7 -8 -7 -2 -14 -1 -13 -16 0 1 6 1 4 9 4 8 12 -8 -3 -4 0 7 -4 1 -7 -6 43 37 15 39 36 8 26 17 -12 25 -12 -10 8 -24 -19 3 -25 -24 25 -11 -12 3 -18 -9 -2 -17 -14
-2 -7 2 -9 -12 -2 -3 -5 0 26 34 27 34 42 35 26 34 27 -8 -6 -1 -9 -7 -5 -5 -4 -3 7 -2 0 0 -7 -5 0 -2 -1 -3 -12 -13 0 -9 -12 5 -6 -5 63 73 64 72 82 73 62 71 62 -2 -2 0 -1 -3 -2 0 -2 -1 -9 -13 -12 -10 -13 -12 -8 -11 -8 29 29 27 31 31 29 31 31 29 20 27 23 31 38 30 26 32 27 -4 -8 -2 -8 -11 -5 5 -5 0 -5 -9 -9 -5 -9 -10 -2 -9 -8 -6 -6 -6 -7 -6 -6 -7 -7 -6 12 16 16 20 24 19 15 20 15 -6 -4 -1 -5 -6 -4 -2 -5 0 35 35 31 34 34 31 30 32 29 -3 -3 -4 0 0 -1 2 2 1 -7 -7 -2 -8 -8 -4 -5 -5 -2 48 52 47 53 57 51 47 52 46 -7 -8 -9 -5 -7 -8 -3 -4 -5 32 32 27 30 32 27 21 26 20 -5 -11 -4 -11 -13 -7 -5 -6 -3 40 50 41 49 59 50 39 49 40 24 25 26 28 32 28 26 28 29 2 3 3 4 5 4 2 4 2 1 7 1 8 14 8 3 9 3 -1 0 2 -5 -8 -7 -4 -10 -7 -3 -4 -3 -3 -4 -4 -3 -4 -3 -3 -5 0 -7 -8 -6 -3 -3 1 -11 -14 -13 -13 -15 -14 -10 -12 -12 2 -4 0 1 -6 -5 1 -5 -2 -23 -18 -23 -16 -11 -16 -18 -12 -19 -16 -16 -15 -14 -13 -14 -13 -13 -14 7 10 16 7 8 11 5 7 9 1 0 11 -2 -7 0 -2 -7 -1 5 -6 -2 0 -11 -9 0 -12 -6 14 22 17 21 28 23 14 21 16 9 -2 5 1 -12 -8 -1 -13 -6 5 5 4 0 1 1 -2 0 -1 17 21 16 22 27 21 18 23 18 -5 -5 -2 -7 -6 -5 -7 -7 -6 21 23 21 13 18 19 9 14 17 0 -4 -2 -2 -5 -5 0 -5 -3 -6 -13 -9 -11 -15 -11 -9 -10 -8 -2 -2 2 -1 -1 0 -1 -1 -1 0 -8 -4 -6 -12 -9 -2 -10 -4 -7 -6 0 -13 -11 -6 -13 -14 -9 5 -1 4 -1 -8 -6 -2 -8 -2 -11 -14 -6 -15 -17 -11 -13 -17 -11 26 33 28 25 35 31 18 21 22 7 11 9 10 14 12 6 10 9 2 -5 2 -5 -11 -2 -1 -7 -2 5 4 5 4 3 4 3 4 5 -11 -13 -9 -16 -20 -16 -16 -19 -15 13 14 14 18 16 13 16 15 12 3 3 3 5 7 6 4 5 6 11 8 9 8 7 8 8 7 9 29 26 23 30 27 23 27 26 21 5 -8 -7 0 -12 -12 5 -11 -4 -14 -15 -13 -15 -16 -14 -13 -15 -13 3 -4 -2 0 -10 -6 1 -8 -1 -20 -17 -18 -13 -10 -12 -13 -10 -14 -1 -2 10 -6 -7 0 -3 -7 -1 -9 -7 6 -14 -12 -3 -7 -7 0
25 7 5 4 -10 -1 4 -4 10 9 10 10 9 10 11 10 10 11 5 0 3 7 3 8 6 5 8 19 12 1 0 -9 -7 3 -2 3 2 2 6 -1 -2 1 2 1 4 -24 -25 -25 -25 -26 -26 -23 -24 -23 9 4 5 11 3 3 6 0 1 4 7 7 0 -1 -1 2 0 1 -19 -20 -20 -21 -22 -21 -21 -22 -20 -2 -2 -3 -1 -2 -4 -3 -4 -8 12 1 8 -3 -9 1 7 5 18 22 25 26 21 24 26 28 31 31 84 93 89 95 105 101 92 101 95 12 8 11 16 11 13 11 8 10 4 3 4 3 0 -2 1 -3 -7 -24 -25 -22 -23 -21 -19 -22 -21 -21 -17 -17 -17 -17 -18 -17 -16 -16 -15 16 9 11 11 6 13 13 12 19 -22 -24 -22 -22 -24 -21 -22 -23 -21 -16 -17 -15 -18 -19 -17 -17 -18 -17 3 -5 -7 -6 -13 -9 -6 -9 -2 15 4 3 0 -8 -2 0 -2 6 -1 -1 -2 -2 -2 -2 -1 -1 -1 -10 -13 -9 -14 -16 -12 -14 -15 -15 17 13 13 17 14 15 15 14 16 15 18 19 16 19 21 17 20 21 9 5 6 14 6 2 9 1 -4 34 37 36 41 46 43 41 45 41 3 9 14 -2 0 3 0 -3 -1 3 4 5 6 7 7 7 9 9 11 13 16 17 21 22 14 13 10 -3 0 1 -1 2 2 1 4 5 0 0 0 0 1 0 1 2 2 -16 -18 -15 -16 -19 -16 -17 -18 -16 4 1 10 10 7 15 6 3 4 8 7 14 10 13 18 6 5 5 14 14 13 15 16 15 16 16 17 3 0 5 7 5 9 4 0 -2 27 22 18 15 10 13 19 19 24 -14 -15 -14 -15 -16 -14 -13 -14 -12 29 28 30 37 38 39 31 32 31 -3 -3 -3 -14 -18 -14 -11 -15 -11 5 7 11 0 1 6 4 4 8 17 16 8 3 -2 0 6 4 8 19 11 16 23 16 21 18 15 19 10 18 22 -1 -2 3 5 1 6 6 4 8 9 7 11 6 5 7 8 8 12 11 12 13 7 6 0 7 1 6 5 -2 3 1 -4 3 1 7 11 -4 -2 0 0 -1 0 31 33 32 34 37 35 33 35 34 22 2 3 7 -12 -3 0 -10 4 -12 -15 -12 -13 -16 -14 -12 -15 -13 8 8 10 9 13 13 5 6 2 -2 -8 -6 -2 -10 -11 -4 -10 -11 19 26 29 24 32 32 22 25 22 -9 -10 -6 -12 -14 -10 -12 -14 -11 -6 -13 -13 -10 -19 -16 -11 -17 -13 0 0 10 2 4 13 3 2 6 26 31 29 33 38 36 33 38 35 5 8 16 10 15 22 7 7 7 8 9 8 10 11 9 11 12 12 5 -3 5 9 -1 7 4 -3 2 1 -7 1 3 -4 5 1 -4 4
-15 -11 -14 -12 -8 -14 10 21 13 38 38 35 43 44 40 43 44 40 11 15 12 17 23 19 19 27 22 -8 -8 -11 -4 -7 -9 11 7 4 -7 -16 -14 -2 -13 -13 18 8 0 27 27 26 29 29 27 28 28 26 -6 -4 -6 0 0 -2 0 0 -3 -6 -7 -6 -2 -7 -6 4 1 0 9 9 9 9 9 9 10 9 9 14 14 13 22 23 21 18 18 16 -16 -20 -22 -6 -11 -20 36 39 20 1 -2 -1 4 0 -1 15 11 7 16 17 15 19 21 19 18 20 18 15 19 16 22 28 24 15 22 18 -17 -19 -21 -5 -6 -10 6 4 0 8 8 7 9 9 8 10 9 9 4 4 3 6 6 5 10 10 9 -1 0 -1 0 2 0 9 14 9 28 28 27 29 28 28 30 28 28 -5 -6 -7 -3 -4 -5 -1 -2 -3 8 13 10 9 13 10 19 25 21 -8 -7 -10 -5 -6 -11 5 6 0 28 29 27 30 31 29 29 30 28 14 6 6 25 16 16 23 13 12 6 8 6 7 9 7 7 10 8 54 54 48 64 64 58 66 67 60 -20 -20 -22 -1 -2 -9 0 -3 -11 3 3 3 4 5 4 5 6 5 -5 -8 -8 0 -5 -4 9 0 -1 -9 -9 -10 -7 -8 -9 -5 -6 -8 5 -2 -1 18 11 8 8 3 0 99 98 88 115 114 107 118 116 110 1 0 -1 4 2 1 6 4 3 20 24 21 29 35 29 20 28 23 6 7 3 26 33 21 8 16 7 -2 -13 -8 9 -1 0 4 -4 -5 15 15 13 18 18 16 17 18 16 12 3 1 33 29 20 14 12 5 2 3 2 2 3 1 14 16 12 10 9 5 14 13 9 16 14 11 1 1 0 5 6 3 3 4 1 3 2 2 7 2 1 25 18 14 -3 -10 -8 0 -9 -8 15 4 0 -2 -1 -2 1 0 -1 14 10 7 4 7 4 10 15 10 5 11 7 -7 -11 -9 0 -10 -9 16 4 0 -9 -8 -9 0 1 -4 -6 -3 -8 -11 -21 -18 6 0 0 1 -3 -4 -11 -12 -16 -5 -7 -15 -2 -3 -13 15 6 6 20 6 5 30 16 10 13 14 13 16 17 15 15 16 14 -11 -12 -20 -6 -7 -19 -2 0 -13 -2 -2 -2 0 -1 -1 1 0 0 -12 -16 -14 -3 -6 -5 -3 -6 -6 4 7 4 14 16 12 11 13 9 10 6 6 16 11 9 14 9 6 2 -1 0 4 -1 0 8 1 0 10 12 8 11 13 9 15 18 13 3 -15 -12 22 -1 -6 30 10 0 -2 -1 -2 1 2 0 1 1 0 9 -7 -6 27 8 3 19 3 -3 9 6 2 15 11 9 20 16 14 0 5 0 15 27 17 1 13 6 -1 4 0 11 21 11 8 21 13
22 14 26 -33 -35 -17 -26 -20 -20 -1 -3 -3 1 -1 -3 4 1 -1 3 -12 -17 4 -3 -16 2 7 0 6 50 67 -63 -42 15 -51 -54 -13 -28 1 55 -34 -31 1 -11 -35 -23 10 18 16 2 13 13 -7 1 4 31 16 -2 28 35 4 10 25 19 -23 4 54 -47 -42 0 -27 -46 -25 12 14 9 9 14 11 7 9 10 10 7 -2 5 12 4 3 10 15 -27 -17 45 -50 -57 -32 -14 -39 -49 -23 -5 31 -27 -26 -8 -9 -27 -24 5 -3 -4 12 1 -3 22 12 6 19 0 -14 20 16 -9 11 20 8 17 29 21 -16 18 37 -23 -11 34 14 20 18 0 5 9 -4 -2 1 3 1 -1 8 4 2 15 11 8 2 -7 0 -5 -12 -12 -1 -1 -9 3 14 16 -1 6 16 -4 -2 8 9 8 2 6 10 8 2 6 9 18 23 20 -21 -14 -5 -20 -17 -16 18 26 29 -38 -31 -5 -29 -28 -20 3 5 4 0 3 3 -1 0 0 -12 12 50 -33 -13 49 -28 -28 29 7 0 -3 6 5 0 4 5 3 -4 -9 -8 1 -5 -7 9 2 -1 52 31 -3 44 67 12 17 52 48 -4 -9 -3 3 -6 -6 13 4 0 -19 35 96 -67 -43 60 -61 -70 5 5 0 0 5 -2 -6 11 5 -2 -4 -13 8 -5 -18 -3 -3 -7 7 -3 -9 -8 8 2 0 22 15 10 2 4 3 2 7 3 -9 0 0 15 -9 -22 20 10 -17 7 18 4 44 -4 -19 49 29 -17 25 49 28 -28 -6 57 -35 -41 27 -25 -41 8 1 4 3 0 3 2 -6 -2 -1 22 -21 -15 22 -1 -19 10 18 15 2 8 20 -23 -24 -10 -13 -18 -19 3 14 12 -5 7 13 -19 -8 3 9 -2 -8 11 5 -7 9 11 4 -15 29 85 -62 -49 12 -45 -56 -20 -17 12 59 -25 -19 16 -15 -30 -8 -7 36 68 -64 -47 11 -49 -57 -21 21 1 -6 24 17 -3 11 21 11 -22 30 126 -61 -51 30 -44 -68 -16 23 -6 -20 31 20 -14 15 29 12 0 2 34 -25 -11 34 -22 -16 38 43 11 -14 38 40 -1 9 31 17 -29 10 79 -50 -43 20 -37 -59 -20 2 0 0 4 2 0 5 3 1 72 59 22 6 30 19 -18 2 12 -2 18 36 -19 -11 18 -13 -19 0 -10 6 27 -22 -8 32 -19 -18 28 38 23 -2 31 46 8 11 31 27 -10 -1 21 -14 -15 13 -6 -16 4 -7 18 55 -25 -19 27 -20 -30 0 47 41 12 11 29 14 -3 8 12 -44 -10 75 -39 -47 20 -13 -44 -1 6 -2 -4 16 6 1 27 18 12 -31 -12 54 -28 -37 26 -14 -30 15 6 15 14 -2 15 11 -29 -5 -1 66 15 -14 69 66 -2 30 67 45 31 -11 -22 35 15 -19 12 35 15
-32 -24 41 -48 -20 66 -18 0 50 3 6 8 2 4 6 0 1 2 -14 -2 27 -19 -9 14 -20 -17 0 -13 -18 0 -14 -1 27 19 28 34 0 14 18 21 37 22 17 16 5 5 -1 -4 8 2 0 14 10 7 -12 -10 8 -20 -20 -10 -18 -20 -12 1 -1 -3 6 9 8 15 16 13 4 0 -2 5 1 -1 8 5 4 5 6 5 -15 -20 -22 -17 -24 -23 -28 -2 57 -10 47 92 10 36 56 0 9 15 12 25 19 12 13 8 11 18 20 7 14 16 0 4 7 -8 -1 21 -20 -20 -6 -22 -24 -15 1 -3 -7 -28 -40 -41 -21 -37 -31 1 -5 -7 1 -1 0 9 8 7 0 1 0 1 4 4 0 3 3 -14 -6 24 -18 -3 28 -11 -3 15 4 0 -6 5 1 -2 8 5 4 3 -2 -7 4 -2 -5 9 4 2 -23 -20 14 -23 -8 29 -3 4 25 -21 -16 24 -29 -8 43 -4 9 38 0 -1 -3 1 0 -1 3 2 1 27 29 16 -10 -25 -27 -16 -34 -26 -7 -4 7 -7 -5 5 -6 -5 1 4 13 16 1 10 13 -5 0 3 -5 0 17 -36 -34 -33 -33 -37 -33 6 11 12 8 12 11 2 5 4 13 6 -10 4 -13 -18 12 -4 1 1 0 1 6 7 7 7 8 7 23 35 33 -9 -15 -11 -22 -29 -21 0 15 16 -7 9 12 -24 -8 -6 5 -1 -6 12 5 0 16 11 7 -6 5 34 -18 -15 3 -23 -23 -10 0 17 57 -33 -35 -13 -38 -40 -26 42 54 41 9 -4 -9 -17 -36 -25 6 2 0 8 5 2 11 9 7 19 41 63 -35 -40 -25 -46 -57 -42 -10 -6 13 -12 5 31 2 15 27 6 -4 -9 10 0 -3 18 11 8 0 4 16 -5 -3 2 -9 -8 -4 -3 -11 -10 3 11 19 29 36 32 8 14 10 26 31 15 22 19 9 -10 -14 -6 -7 1 16 17 23 22 -13 -5 25 -17 -16 4 -19 -20 -6 17 8 -5 33 30 16 44 43 34 -8 1 28 -20 -17 0 -24 -24 -12 29 42 40 -27 -38 -26 -32 -47 -31 -27 -24 17 -32 -30 0 -26 -28 -6 7 6 -7 16 14 2 17 11 7 5 6 5 6 6 5 4 5 4 -37 -39 15 -45 -40 16 -22 -23 14 1 -1 -8 2 0 -3 7 4 3 23 30 22 -7 -15 -19 -18 -31 -25 -12 -11 8 -29 -30 -23 -26 -30 -22 16 19 12 2 -2 -5 -7 -13 -9 7 3 -5 9 0 -5 11 4 3 -20 -27 -2 -28 -28 -4 -10 -13 3 36 55 40 29 23 0 -5 -25 -24 5 13 16 2 10 12 -5 1 3 43 57 43 9 -3 -9 -22 -39 -27 9 -6 -18 23 7 -4 34 24 14 -20 -8 46 -37 -37 -11 -41 -41 -23 -23 -6 57 -35 -28 18 -37 -37 -6
9 4 9 1 -2 2 2 0 5 17 23 17 23 29 23 18 24 18 3 4 6 3 4 5 7 7 7 7 3 5 2 -2 3 2 0 2 -1 -4 1 -5 -8 -3 0 -4 0 -12 -6 -10 -7 -1 -5 -10 -5 -8 3 3 5 7 4 7 8 8 8 -3 -2 2 -6 -6 0 -5 -6 -2 -18 -18 -18 -18 -18 -18 -18 -18 -18 3 7 2 7 10 6 4 7 4 7 5 10 -3 -6 -2 7 3 8 15 15 16 13 11 12 15 12 11 54 58 53 57 62 56 54 58 52 12 19 17 18 23 20 15 21 17 0 -1 1 2 -2 1 6 7 10 -14 -13 -14 -14 -15 -16 -15 -15 -16 -17 -18 -18 -18 -19 -18 -14 -15 -14 8 10 11 6 7 8 9 10 11 -17 -15 -17 -16 -14 -16 -16 -15 -17 -18 -19 -18 -19 -20 -20 -18 -19 -19 2 5 5 2 7 7 0 6 5 3 0 1 -1 -5 -2 -3 -4 -2 10 16 10 16 22 17 11 17 12 -8 -8 -7 -5 -7 -5 -7 -6 -3 12 15 14 15 18 16 13 17 14 13 19 14 19 25 19 15 20 14 2 0 1 5 0 2 13 10 9 12 13 13 11 12 12 12 13 12 0 0 7 0 0 9 0 0 9 -7 -8 -8 -8 -10 -9 -8 -10 -9 10 7 7 11 7 7 12 8 10 -13 -10 -13 -9 -7 -10 -8 -5 -8 -12 -12 -11 -12 -12 -12 -12 -12 -12 -14 -13 -11 -13 -11 -8 -13 -14 -10 2 4 6 5 3 7 11 6 10 3 -1 6 3 -1 6 2 0 8 17 22 17 22 28 23 18 23 19 0 -3 0 3 -2 2 9 2 7 17 20 18 15 19 18 13 17 15 -2 -1 -2 0 1 0 -1 0 0 14 17 16 15 17 15 16 18 15 -7 -4 -2 -9 -10 -3 -9 -7 -4 4 2 8 2 0 5 3 0 4 6 5 8 3 0 5 2 0 3 11 15 16 14 17 17 15 17 16 5 3 14 1 -1 10 2 -2 7 -1 -2 -1 -1 -2 0 0 -1 0 5 1 5 6 1 5 8 6 12 -3 -6 -3 -2 -7 -3 0 -3 -2 11 10 9 13 12 13 9 7 8 29 33 29 31 36 32 28 32 28 4 -1 5 5 0 7 1 0 4 -10 -8 -5 -10 -10 -8 -9 -9 -8 -5 -5 0 -5 -4 0 -2 0 5 -5 -5 -4 -2 -4 -2 0 -1 -1 21 21 18 24 23 22 21 21 21 -10 -10 -5 -11 -11 -6 -10 -11 -7 -9 -11 -9 -7 -10 -7 -8 -8 -8 1 -4 6 0 -5 3 2 -2 7 1 0 1 1 0 1 3 3 3 5 0 8 5 1 9 5 2 11 -6 -3 -4 -5 -2 -3 -5 -2 -4 1 0 6 5 2 7 11 5 8 -3 -5 0 -3 -5 1 2 -2 3
0 21 20 20 42 39 15 36 18 -10 -9 -11 -9 -9 -10 -8 -9 -10 8 16 12 7 14 13 2 9 3 -7 0 5 16 26 26 20 26 15 18 11 3 28 18 10 13 14 4 -20 -21 -19 -20 -21 -20 -17 -18 -17 7 18 17 0 9 14 -5 2 6 8 2 -1 19 15 8 10 15 10 -19 -21 -18 -20 -21 -20 -18 -19 -18 9 11 9 -3 -1 -1 -6 -6 -4 20 27 15 39 46 29 18 35 6 11 6 0 19 14 7 7 10 2 -16 -16 -16 -17 -16 -16 -17 -16 -17 5 15 11 -3 3 6 -6 -2 -2 17 19 18 -2 0 -2 -8 -12 -7 -14 -13 -11 -11 -11 -9 -9 -8 -7 -16 -17 -16 -16 -17 -16 -13 -14 -14 3 12 9 8 17 14 4 12 3 -16 -17 -15 -15 -16 -15 -12 -14 -12 -14 -15 -14 -14 -15 -14 -12 -13 -12 -6 3 9 7 20 19 9 17 5 -1 11 11 16 30 26 17 26 9 -14 -15 -13 -13 -13 -13 -11 -11 -11 23 16 7 10 1 -7 2 -8 -12 -2 2 3 -2 2 4 -2 0 0 -12 -12 -13 -11 -11 -13 -11 -11 -12 24 39 34 0 13 17 -9 -4 4 -5 -6 -7 -5 -6 -7 -4 -4 -6 12 -2 -10 17 3 -8 11 1 -4 -13 -13 -13 -11 -12 -10 -9 -9 -9 25 21 11 12 9 3 2 0 -3 -31 -31 -31 -29 -30 -31 -25 -28 -26 -16 -19 -17 -17 -20 -17 -12 -14 -12 11 18 11 3 9 7 -2 4 0 31 41 24 12 18 13 -1 5 -1 32 19 6 23 9 -1 9 2 -6 -19 -21 -18 -19 -21 -18 -15 -17 -15 42 43 28 18 18 13 0 1 -3 -2 2 2 10 17 14 9 17 8 -18 -19 -13 -19 -20 -15 -12 -14 -10 3 8 4 0 2 2 -2 0 0 -1 -2 -8 19 18 11 12 21 12 14 5 -1 23 14 5 13 11 2 -2 0 -1 19 19 17 17 21 12 5 16 13 0 10 11 -2 4 1 19 4 -7 39 26 10 21 24 13 11 20 13 3 10 9 0 5 1 40 36 23 16 10 1 0 -6 -11 5 21 20 0 15 20 -3 9 9 13 -2 -9 24 10 0 12 11 3 -11 -12 -12 -12 -12 -12 -11 -11 -11 -7 16 27 2 28 35 3 22 15 -3 -5 -7 0 -2 -4 0 -1 -2 23 17 9 11 5 -1 6 -1 -5 9 22 21 -4 7 12 -11 -4 3 12 5 0 8 0 -5 2 -2 -6 4 -2 -6 9 2 -3 5 2 0 -9 5 13 -6 7 15 -6 4 8 38 20 8 33 17 5 11 9 -1 -16 -16 -16 -15 -15 -15 -13 -14 -14 36 21 9 24 13 2 9 3 -3 -35 -42 -36 -37 -44 -37 -28 -32 -28 22 43 35 6 24 24 -4 8 4 16 33 25 9 24 22 1 14 3
38 39 30 8 9 10 12 26 20 3 4 1 4 5 2 2 3 1 0 -2 0 -3 -3 -2 -1 0 -2 34 40 35 8 11 18 14 24 26 11 0 3 1 -9 -5 12 0 2 6 9 8 14 18 17 19 23 22 -9 -12 -8 -1 -3 -4 -5 -6 -5 8 5 9 0 -6 0 3 0 6 6 6 6 5 6 6 4 4 4 -15 -15 -15 -4 -2 -3 -6 -5 -4 40 32 28 6 1 5 31 27 19 8 1 4 1 -5 -3 10 3 3 2 0 0 0 -1 -2 0 -2 -3 -11 -11 -9 -2 -1 -3 -2 -2 -4 -25 -26 -22 -6 -3 0 -14 -15 -6 8 10 10 7 9 9 5 8 9 6 6 5 1 1 0 -1 -2 -3 7 5 4 -2 -2 0 3 6 4 6 9 9 8 10 11 8 10 11 -2 -1 0 1 2 3 2 3 5 23 27 19 10 15 13 15 24 18 26 27 20 2 5 8 8 17 15 3 5 3 7 10 7 8 11 9 -16 -24 -21 -6 -11 -3 -11 -15 -4 0 0 0 0 0 0 0 1 0 7 7 4 4 5 2 0 1 -1 -21 -24 -19 -5 -7 -7 -12 -17 -14 1 0 0 0 -1 -1 1 0 0 -8 -10 0 -3 -7 5 -5 -8 5 2 2 2 0 -1 -1 0 -1 -2 -7 -13 -13 -4 -9 -8 -6 -11 -9 21 24 19 10 12 6 -4 -4 -9 -2 0 1 3 6 7 9 12 12 -5 -6 -2 -2 -2 -3 -2 -1 -5 -17 -20 -14 -8 -10 -10 -9 -12 -13 -6 -18 -16 -4 -14 -9 -4 -13 -5 0 1 0 5 8 7 8 11 10 -13 -20 -18 -4 -11 -11 -9 -16 -15 19 21 16 5 5 5 8 12 9 0 3 3 8 12 13 13 18 19 -4 -5 -3 -2 -3 -2 -2 -2 -2 27 34 37 9 8 19 15 20 29 9 1 7 1 -7 0 6 -2 4 18 21 21 0 0 6 9 14 19 -7 -9 -5 -4 -4 -3 -1 0 -1 16 10 23 2 -10 6 7 -1 16 -8 -10 -4 -4 -4 -2 -3 -3 -4 -17 -21 -24 -9 -11 -10 -18 -21 -17 -8 -12 -5 0 -4 -1 -4 -3 0 11 5 12 6 -2 8 7 0 13 1 1 1 2 3 2 4 4 3 12 6 6 5 4 6 0 6 11 1 3 5 0 -1 3 -2 -2 2 -13 -17 -16 -8 -10 -6 -11 -14 -8 -17 -19 -13 -1 -2 -4 -6 -7 -6 -5 -10 -9 -3 -7 -4 -4 -8 -4 2 0 5 0 -3 3 -1 -5 3 4 5 3 11 11 7 2 6 6 1 -18 -10 -3 -21 -11 1 -15 -1 6 4 4 1 0 0 0 -1 -2 -6 -18 -14 -6 -16 -9 -6 -15 -4 -3 3 6 12 20 22 27 33 34 -17 -22 -12 -9 -10 -8 -7 -7 -9 -8 -11 -2 -9 -8 -4 0 4 0
